user_id,movie_title,rating
3,19,0.81
4,19,0.24
5,19,0.53
6,19,2.8
7,19,2.55
8,19,0.51
9,19,0.71
10,19,0.61
11,19,1.76
12,19,0.49
13,19,1.83
14,19,1.51
15,19,1.65
16,19,0.96
17,19,1.79
18,19,0.53
19,19,1.6
20,19,1.64
21,19,0.64
22,19,1.69
23,19,1.81
24,19,1.66
25,19,0.71
26,19,0.57
27,19,0.83
28,19,0.83
29,19,2.37
30,19,0.57
31,19,0.94
32,19,0.93
33,19,0.82
34,19,34.589878629879394
1,20,3.25
2,20,0.81
3,20,0.23
4,20,0.05
5,20,0.06
6,20,5.0
7,20,2.95
8,20,0.59
9,20,0.82
10,20,5.0
11,20,3.07
12,20,2.43
13,20,2.93
14,20,0.6
15,20,0.91
16,20,3.18
17,20,0.82
18,20,0.67
19,20,2.78
20,20,2.62
21,20,0.85
22,20,1.95
23,20,0.82
24,20,2.85
25,20,0.8
26,20,0.78
27,20,2.63
28,20,2.63
29,20,3.78
30,20,0.68
31,20,1.11
32,20,1.06
33,20,2.62
34,20,55.21099593566912
1,21,2.8
2,21,0.7
3,21,0.15
4,21,0.03
5,21,0.44
6,21,0.91
7,21,2.41
8,21,0.48
9,21,0.82
10,21,0.77
11,21,0.66
12,21,0.47
13,21,0.9
14,21,0.48
15,21,0.81
16,21,0.94
17,21,0.7
18,21,0.5
19,21,0.6
20,21,0.79
21,21,0.73
22,21,1.62
23,21,0.7
24,21,0.71
25,21,0.68
26,21,0.65
27,21,0.81
28,21,0.81
29,21,1.16
30,21,0.53
31,21,0.99
32,21,0.9
33,21,0.8
34,21,17.124720165936775
1,22,3.2
2,22,1.48
3,22,0.23
4,22,0.05
5,22,0.57
6,22,1.12
7,22,2.89
8,22,1.19
9,22,0.93
10,22,0.97
11,22,1.54
12,22,0.57
13,22,1.64
14,22,2.43
15,22,0.9
16,22,1.04
17,22,0.81
18,22,0.66
19,22,0.82
20,22,0.88
21,22,1.61
22,22,1.92
23,22,0.81
24,22,0.83
25,22,0.79
26,22,0.77
27,22,1.47
28,22,0.9
29,22,2.12
30,22,0.67
31,22,1.1
32,22,1.04
33,22,0.89
34,22,18.989030575593567
1,23,3.73
2,23,4.46
3,23,0.31
4,23,0.8
5,23,0.74
6,23,1.38
7,23,3.51
8,23,3.99
9,23,1.26
10,23,1.24
11,23,0.95
12,23,3.96
13,23,4.49
14,23,1.52
15,23,4.03
16,23,1.19
17,23,0.97
18,23,0.85
19,23,0.99
20,23,4.03
21,23,1.0
22,23,2.29
23,23,5.0
24,23,4.91
25,23,0.96
26,23,0.92
27,23,4.03
28,23,4.03
29,23,1.46
30,23,0.83
31,23,1.24
32,23,1.23
33,23,1.0
34,23,21.461382910327583
1,24,1.87
2,24,0.57
3,24,0.05
4,24,0.0
5,24,0.15
6,24,0.44
7,24,1.33
8,24,0.51
9,24,0.75
10,24,0.27
11,24,0.41
12,24,0.24
13,24,0.86
14,24,0.68
15,24,0.69
16,24,0.68
17,24,0.55
18,24,0.15
19,24,0.42
20,24,0.68
21,24,0.58
22,24,0.94
23,24,0.41
24,24,0.45
25,24,0.53
26,24,0.36
27,24,0.6
28,24,0.69
29,24,0.86
30,24,0.25
31,24,0.85
32,24,0.57
33,24,0.68
34,24,12.723056482189152
1,25,2.46
2,25,0.66
3,25,0.13
4,25,0.02
5,25,0.34
6,25,0.75
7,25,2.03
8,25,0.55
9,25,0.91
10,25,0.59
11,25,0.59
12,25,0.39
13,25,0.91
14,25,0.94
15,25,0.73
16,25,0.9
17,25,0.6
18,25,0.38
19,25,0.6
20,25,0.71
21,25,0.62
22,25,1.38
23,25,0.59
24,25,0.62
25,25,0.57
26,25,0.53
27,25,0.73
28,25,0.73
29,25,1.05
30,25,0.43
31,25,0.89
32,25,0.79
33,25,0.72
34,25,16.500613590104482
1,26,3.19
2,26,1.31
3,26,0.57
4,26,0.62
5,26,0.56
6,26,1.11
7,26,2.88
8,26,0.9
9,26,1.11
10,26,0.97
11,26,0.89
12,26,0.57
13,26,1.65
14,26,1.28
15,26,1.33
16,26,1.04
17,26,1.37
18,26,0.66
19,26,0.82
20,26,1.32
21,26,0.84
22,26,1.9
23,26,0.81
24,26,0.83
25,26,0.79
26,26,0.77
27,26,0.9
28,26,1.33
29,26,1.29
30,26,0.67
31,26,1.09
32,26,1.04
33,26,0.88
34,26,18.94225892847374
1,27,3.22
2,27,0.81
3,27,0.23
4,27,0.63
5,27,0.57
6,27,1.12
7,27,2.91
8,27,0.9
9,27,1.12
10,27,0.98
11,27,0.9
12,27,0.57
13,27,1.12
14,27,1.29
15,27,0.9
16,27,1.05
17,27,0.82
18,27,0.67
19,27,0.82
20,27,0.88
21,27,0.85
22,27,1.93
23,27,0.82
24,27,0.84
25,27,0.8
26,27,0.77
27,27,0.9
28,27,0.9
29,27,1.3
30,27,0.68
31,27,1.1
32,27,1.05
33,27,0.89
34,27,19.084583517090014
1,28,1.95
2,28,0.48
3,28,0.0
4,28,0.33
5,28,0.19
6,28,0.48
7,28,1.43
8,28,0.62
9,28,0.77
10,28,0.33
11,28,0.53
12,28,0.26
13,28,0.77
14,28,0.71
15,28,0.62
16,28,0.7
17,28,0.44
18,28,0.18
19,28,0.46
20,28,0.6
21,28,0.48
22,28,1.01
23,28,0.44
24,28,0.47
25,28,0.42
26,28,0.38
27,28,0.62
28,28,0.62
29,28,0.89
30,28,0.28
31,28,0.75
32,28,0.61
33,28,0.6
34,28,13.09814781037233
1,29,2.56
2,29,0.63
3,29,0.11
4,29,0.48
5,29,0.37
6,29,1.14
7,29,2.24
8,29,0.76
9,29,0.94
10,29,0.63
11,29,0.7
12,29,0.41
13,29,0.94
14,29,0.98
15,29,0.75
16,29,0.87
17,29,0.62
18,29,0.41
19,29,0.63
20,29,0.74
21,29,0.65
22,29,1.45
23,29,0.62
24,29,0.65
25,29,0.6
26,29,0.56
27,29,0.76
28,29,0.75
29,29,1.08
30,29,0.46
31,29,0.92
32,29,0.84
33,29,0.74
34,29,15.966110824131794
1,30,2.31
2,30,0.57
3,30,0.06
4,30,0.42
5,30,0.29
6,30,1.03
7,30,1.98
8,30,0.7
9,30,0.87
10,30,0.51
11,30,0.63
12,30,0.34
13,30,0.87
14,30,0.87
15,30,0.7
16,30,0.8
17,30,0.56
18,30,0.31
19,30,0.56
20,30,0.68
21,30,0.58
22,30,1.27
23,30,0.55
24,30,0.58
25,30,0.54
26,30,0.49
27,30,0.7
28,30,0.7
29,30,1.01
30,30,0.39
31,30,0.85
32,30,0.75
33,30,0.69
34,30,14.827640178158278
1,31,2.06
2,31,0.5
3,31,0.4
4,31,0.36
5,31,0.89
6,31,1.89
7,31,1.68
8,31,1.12
9,31,0.8
10,31,1.33
11,31,0.56
12,31,0.28
13,31,1.39
14,31,1.73
15,31,0.64
16,31,0.73
17,31,1.11
18,31,0.22
19,31,0.49
20,31,1.1
21,31,0.51
22,31,1.09
23,31,0.49
24,31,0.51
25,31,0.47
26,31,0.42
27,31,1.12
28,31,0.64
29,31,1.61
30,31,0.33
31,31,1.37
32,31,0.66
33,31,1.11
34,31,23.61612718578548
1,32,2.52
2,32,0.63
3,32,0.1
4,32,0.47
5,32,0.36
6,32,1.12
7,32,2.21
8,32,0.75
9,32,0.93
10,32,1.74
11,32,0.69
12,32,0.41
13,32,0.93
14,32,0.97
15,32,0.75
16,32,0.86
17,32,0.61
18,32,0.5
19,32,0.62
20,32,0.73
21,32,0.64
22,32,1.47
23,32,0.62
24,32,0.64
25,32,0.59
26,32,0.55
27,32,0.75
28,32,0.75
29,32,1.07
30,32,0.47
31,32,0.91
32,32,0.83
33,32,0.73
34,32,15.796775807079833
1,33,2.74
2,33,0.68
3,33,0.14
4,33,0.52
5,33,1.15
6,33,1.22
7,33,2.44
8,33,1.32
9,33,0.99
10,33,1.95
11,33,0.76
12,33,0.46
13,33,0.99
14,33,1.07
15,33,0.79
16,33,1.57
17,33,1.37
18,33,0.58
19,33,0.69
20,33,0.78
21,33,1.41
22,33,1.63
23,33,0.69
24,33,0.7
25,33,1.36
26,33,0.63
27,33,0.8
28,33,0.79
29,33,1.9
30,33,0.53
31,33,1.61
32,33,0.9
33,33,1.31
34,33,16.815250346777532
1,34,2.12
2,34,0.52
3,34,0.42
4,34,0.37
5,34,0.55
6,34,1.21
7,34,1.75
8,34,0.66
9,34,0.82
10,34,1.4
11,34,0.58
12,34,0.3
13,34,0.81
14,34,0.79
15,34,0.66
16,34,0.75
17,34,0.5
18,34,0.37
19,34,0.51
20,34,0.64
21,34,0.53
22,34,1.19
23,34,0.51
24,34,0.53
25,34,0.49
26,34,0.44
27,34,0.66
28,34,0.66
29,34,0.94
30,34,0.35
31,34,0.8
32,34,0.68
33,34,0.64
34,34,13.911614786861842
1,35,2.75
2,35,0.69
3,35,5.0
4,35,0.52
5,35,4.2
6,35,1.48
7,35,2.46
8,35,0.8
9,35,0.99
10,35,1.96
11,35,4.21
12,35,3.36
13,35,0.99
14,35,1.09
15,35,3.48
16,35,4.23
17,35,0.69
18,35,5.0
19,35,0.7
20,35,0.78
21,35,4.27
22,35,1.64
23,35,0.7
24,35,4.2
25,35,0.67
26,35,0.64
27,35,3.48
28,35,3.48
29,35,5.0
30,35,0.53
31,35,0.97
32,35,0.9
33,35,3.47
34,35,16.89760063498757
1,36,1.85
2,36,0.45
3,36,0.32
4,36,0.31
5,36,0.47
6,36,1.09
7,36,1.46
8,36,0.6
9,36,0.74
10,36,1.16
11,36,0.51
12,36,0.24
13,36,0.74
14,36,0.67
15,36,0.6
16,36,0.67
17,36,0.42
18,36,0.27
19,36,0.42
20,36,0.58
21,36,0.44
22,36,1.01
23,36,0.43
24,36,0.44
25,36,0.41
26,36,0.36
27,36,0.6
28,36,0.6
29,36,0.86
30,36,0.27
31,36,0.73
32,36,0.58
33,36,0.58
34,36,12.67319373288632
1,37,3.47
2,37,0.88
3,37,3.56
4,37,0.7
5,37,0.95
6,37,4.95
7,37,3.29
8,37,2.59
9,37,1.19
10,37,2.66
11,37,0.97
12,37,2.39
13,37,3.21
14,37,1.4
15,37,0.96
16,37,1.12
17,37,3.03
18,37,0.87
19,37,3.08
20,37,2.58
21,37,0.93
22,37,2.16
23,37,3.08
24,37,0.91
25,37,0.89
26,37,0.85
27,37,0.96
28,37,2.59
29,37,3.72
30,37,0.76
31,37,3.15
32,37,3.74
33,37,0.95
34,37,54.275460966943704
1,38,3.69
2,38,1.05
3,38,1.3
4,38,0.75
5,38,1.02
6,38,1.9
7,38,3.52
8,38,1.01
9,38,1.25
10,38,2.84
11,38,1.29
12,38,0.68
13,38,1.25
14,38,1.5
15,38,1.15
16,38,1.24
17,38,1.08
18,38,0.95
19,38,0.98
20,38,0.99
21,38,1.19
22,38,2.3
23,38,1.11
24,38,0.99
25,38,0.96
26,38,0.91
27,38,1.01
28,38,1.01
29,38,1.45
30,38,0.83
31,38,1.23
32,38,1.24
33,38,1.0
34,38,24.289186981461068
1,39,2.28
2,39,0.56
3,39,0.48
4,39,1.28
5,39,0.59
6,39,2.86
7,39,1.94
8,39,1.51
9,39,0.86
10,39,1.62
11,39,0.62
12,39,0.34
13,39,1.87
14,39,0.86
15,39,0.69
16,39,0.79
17,39,1.61
18,39,2.29
19,39,0.55
20,39,0.67
21,39,1.65
22,39,1.3
23,39,0.55
24,39,1.62
25,39,0.54
26,39,0.48
27,39,0.69
28,39,1.5
29,39,0.99
30,39,0.39
31,39,1.83
32,39,0.73
33,39,1.49
34,39,31.65579628864534
1,40,2.71
2,40,0.68
3,40,0.63
4,40,5.0
5,40,0.72
6,40,1.48
7,40,2.41
8,40,5.0
9,40,0.98
10,40,2.0
11,40,0.74
12,40,5.0
13,40,0.98
14,40,1.06
15,40,5.0
16,40,0.91
17,40,0.68
18,40,2.72
19,40,0.69
20,40,5.0
21,40,0.7
22,40,1.61
23,40,0.69
24,40,0.69
25,40,0.67
26,40,0.61
27,40,5.0
28,40,5.0
29,40,1.14
30,40,0.52
31,40,0.96
32,40,0.89
33,40,5.0
34,40,16.70642060174362
1,41,3.18
2,41,0.8
3,41,0.8
4,41,0.69
5,41,1.04
6,41,1.67
7,41,2.95
8,41,0.89
9,41,1.11
10,41,2.42
11,41,0.89
12,41,0.57
13,41,1.11
14,41,1.27
15,41,0.89
16,41,1.04
17,41,0.8
18,41,3.18
19,41,0.81
20,41,0.87
21,41,0.83
22,41,1.94
23,41,0.82
24,41,0.83
25,41,0.8
26,41,0.76
27,41,1.55
28,41,0.89
29,41,1.28
30,41,0.68
31,41,1.09
32,41,1.06
33,41,0.88
34,41,18.8721809510451
1,42,2.52
2,42,0.62
3,42,0.57
4,42,1.78
5,42,2.32
6,42,1.39
7,42,2.2
8,42,0.75
9,42,0.93
10,42,1.86
11,42,2.23
12,42,0.78
13,42,2.41
14,42,0.97
15,42,0.75
16,42,2.33
17,42,0.61
18,42,2.52
19,42,0.62
20,42,1.93
21,42,0.64
22,42,1.47
23,42,2.22
24,42,2.2
25,42,0.6
26,42,0.55
27,42,1.29
28,42,1.94
29,42,2.79
30,42,0.47
31,42,2.37
32,42,0.83
33,42,0.73
34,42,15.785463357619486
1,43,2.87
2,43,0.72
3,43,0.7
4,43,0.61
5,43,0.96
6,43,1.54
7,43,2.72
8,43,0.83
9,43,1.03
10,43,2.16
11,43,0.8
12,43,0.91
13,43,1.02
14,43,1.13
15,43,0.83
16,43,0.95
17,43,0.72
18,43,2.88
19,43,0.73
20,43,0.81
21,43,0.75
22,43,1.72
23,43,0.73
24,43,0.74
25,43,0.71
26,43,0.67
27,43,1.43
28,43,1.02
29,43,1.19
30,43,0.57
31,43,1.01
32,43,0.94
33,43,0.99
34,43,17.455398981798947
1,44,2.96
2,44,0.74
3,44,0.73
4,44,0.64
5,44,1.0
6,44,1.59
7,44,2.8
8,44,0.85
9,44,1.05
10,44,2.24
11,44,0.82
12,44,0.94
13,44,1.05
14,44,1.17
15,44,0.84
16,44,0.98
17,44,0.74
18,44,2.96
19,44,0.75
20,44,0.83
21,44,0.77
22,44,1.79
23,44,0.75
24,44,0.77
25,44,0.74
26,44,0.69
27,44,1.46
28,44,1.05
29,44,1.21
30,44,0.61
31,44,1.03
32,44,0.98
33,44,1.01
34,44,17.84677993920587
1,45,2.99
2,45,0.75
3,45,0.74
4,45,0.65
5,45,1.01
6,45,1.61
7,45,2.84
8,45,0.85
9,45,1.06
10,45,2.27
11,45,0.84
12,45,0.95
13,45,1.06
14,45,1.18
15,45,0.85
16,45,0.99
17,45,0.75
18,45,2.99
19,45,0.76
20,45,0.83
21,45,0.78
22,45,1.82
23,45,0.76
24,45,0.78
25,45,0.75
26,45,0.7
27,45,1.48
28,45,1.06
29,45,1.23
30,45,0.63
31,45,1.04
32,45,0.99
33,45,1.02
34,45,18.023026016190332
1,46,1.57
2,46,0.38
3,46,0.21
4,46,0.3
5,46,0.61
6,46,0.99
7,46,1.3
8,46,0.53
9,46,0.66
10,46,1.04
11,46,0.43
12,46,0.44
13,46,0.66
14,46,0.54
15,46,0.53
16,46,0.6
17,46,0.34
18,46,1.58
19,46,0.34
20,46,0.64
21,46,0.35
22,46,0.8
23,46,0.34
24,46,0.37
25,46,0.33
26,46,0.28
27,46,0.92
28,46,0.66
29,46,0.77
30,46,0.18
31,46,0.65
32,46,0.49
33,46,0.63
34,46,11.331130293208597
1,47,1.42
2,47,0.34
3,47,0.16
4,47,0.27
5,47,0.57
6,47,0.93
7,47,1.14
8,47,0.5
9,47,0.62
10,47,0.91
11,47,0.37
12,47,0.39
13,47,0.62
14,47,0.48
15,47,0.61
16,47,0.56
17,47,0.29
18,47,1.43
19,47,0.29
20,47,0.6
21,47,0.31
22,47,0.7
23,47,0.29
24,47,0.32
25,47,0.28
26,47,0.24
27,47,0.87
28,47,0.62
29,47,0.72
30,47,0.13
31,47,0.61
32,47,0.44
33,47,0.59
34,47,10.631645283006252
1,48,1.98
2,48,0.48
3,48,0.36
4,48,0.4
5,48,0.72
6,48,1.17
7,48,1.75
8,48,0.63
9,48,0.78
10,48,1.4
11,48,0.54
12,48,0.59
13,48,0.78
14,48,0.73
15,48,0.76
16,48,0.71
17,48,0.46
18,48,2.0
19,48,0.47
20,48,0.76
21,48,0.49
22,48,1.1
23,48,0.47
24,48,0.48
25,48,0.46
26,48,0.4
27,48,1.08
28,48,0.78
29,48,0.9
30,48,0.31
31,48,0.76
32,48,0.63
33,48,0.75
34,48,13.255128762598996
1,49,2.76
2,49,0.69
3,49,0.65
4,49,0.58
5,49,0.94
6,49,1.5
7,49,2.59
8,49,0.8
9,49,0.99
10,49,2.06
11,49,0.77
12,49,0.86
13,49,0.99
14,49,1.09
15,49,0.97
16,49,0.92
17,49,0.69
18,49,2.76
19,49,0.7
20,49,0.97
21,49,0.72
22,49,1.64
23,49,0.7
24,49,0.7
25,49,0.68
26,49,0.64
27,49,1.38
28,49,0.99
29,49,1.15
30,49,0.53
31,49,0.97
32,49,0.9
33,49,0.96
34,49,16.89898346680301
1,50,2.84
2,50,0.71
3,50,0.68
4,50,0.6
5,50,0.97
6,50,1.54
7,50,2.68
8,50,0.82
9,50,1.02
10,50,2.13
11,50,0.79
12,50,0.9
13,50,1.01
14,50,1.12
15,50,1.0
16,50,0.94
17,50,0.71
18,50,2.84
19,50,0.72
20,50,1.0
21,50,0.74
22,50,1.69
23,50,0.72
24,50,0.72
25,50,0.7
26,50,0.66
27,50,1.42
28,50,1.01
29,50,1.18
30,50,0.56
31,50,1.0
32,50,0.93
33,50,0.98
34,50,17.285143307918595
1,51,0.96
2,51,0.24
3,51,0.26
4,51,0.45
5,51,0.44
6,51,0.73
7,51,0.65
8,51,0.48
9,51,0.49
10,51,0.51
11,51,0.24
12,51,0.22
13,51,0.49
14,51,0.26
15,51,0.48
16,51,0.42
17,51,0.15
18,51,0.98
19,51,0.15
20,51,0.47
21,51,0.17
22,51,0.37
